,Unnamed: 0_x,doi,fk_idx,cole_idx,date,Unnamed: 0_y,subject,"doi,subject",period,Discipline
8952,21,s41597-020-0443-5,17.2,21.41,2020-03-25 00:00:00+00:00,37,Natural hazards,,Before,Earth and environmental sciences
8954,23,s41597-020-0439-1,20.4,37.1,2020-03-25 00:00:00+00:00,39,Materials science,,Before,Physical sciences
8958,25,s41597-020-00612-0,14.8,22.61,2020-08-18 00:00:00+00:00,43,Agriculture,,Before,Scientific community and society
8959,25,s41597-020-00612-0,14.8,22.61,2020-08-18 00:00:00+00:00,44,Hydrology,,Before,Earth and environmental sciences
8960,25,s41597-020-00612-0,14.8,22.61,2020-08-18 00:00:00+00:00,45,Water resources,,Before,Scientific community and society
8970,0,s41597-020-0507-6,17.3,29.97,2020-06-15 00:00:00+00:00,0,Cognitive neuroscience,,Before,Biological sciences
8973,1,s41597-020-00645-5,16.4,27.36,2020-09-15 00:00:00+00:00,3,Hydrology,,Before,Earth and environmental sciences
8974,2,s41439-020-0105-3,20.7,36.42,2020-06-08 00:00:00+00:00,4,Genetics research,,Before,Biological sciences
8979,4,s41597-020-00631-x,18.1,31.76,2020-09-11 00:00:00+00:00,9,Climate sciences,,Before,Earth and environmental sciences
8980,4,s41597-020-00631-x,18.1,31.76,2020-09-11 00:00:00+00:00,10,Hydrology,,Before,Earth and environmental sciences
8981,5,s41597-020-00643-7,21.0,31.26,2020-09-14 00:00:00+00:00,11,Geography,,Before,Scientific community and society
9000,13,s41597-020-00625-9,17.1,28.88,2020-09-08 00:00:00+00:00,30,Zoology,,Before,Biological sciences
9011,18,s41597-020-0504-9,17.1,26.79,2020-05-26 00:00:00+00:00,41,Paediatric cancer,,Before,Biological sciences
9014,19,s41599-020-00548-1,20.4,50.71,2020-08-14 00:00:00+00:00,44,Science,,Before,Physical sciences
9032,26,s41597-020-00629-5,15.0,23.02,2020-09-08 00:00:00+00:00,62,Biomedical engineering,,Before,Physical sciences
9034,26,s41597-020-00629-5,15.0,23.02,2020-09-08 00:00:00+00:00,64,Electrical and electronic engineering,,Before,Physical sciences
9044,31,s41597-020-00627-7,16.5,28.35,2020-09-08 00:00:00+00:00,74,Anatomy,,Before,Health sciences
9045,31,s41597-020-00627-7,16.5,28.35,2020-09-08 00:00:00+00:00,75,Health care,,Before,Health sciences
9047,0,s41438-020-00425-7,15.2,26.26,2020-12-01 00:00:00+00:00,1,Plant sciences,,Before,Biological sciences
9055,4,s41438-020-00414-w,16.8,30.77,2020-12-01 00:00:00+00:00,9,Plant physiology,,Before,Biological sciences
9056,4,s41438-020-00414-w,16.8,30.77,2020-12-01 00:00:00+00:00,10,Population genetics,,Before,Biological sciences
9057,5,s41438-020-00419-5,15.4,26.49,2020-12-01 00:00:00+00:00,11,Plant sciences,,Before,Biological sciences
9066,9,s41438-020-00429-3,14.7,25.05,2020-12-01 00:00:00+00:00,20,Plant physiology,,Before,Biological sciences
9069,11,s41597-020-00761-2,17.7,27.55,2020-11-30 00:00:00+00:00,23,Cancer genomics,,Before,Biological sciences
9074,13,s41597-020-00778-7,16.7,27.48,2020-12-10 00:00:00+00:00,28,Natural hazards,,Before,Earth and environmental sciences
9075,13,s41597-020-00778-7,16.7,27.48,2020-12-10 00:00:00+00:00,29,Psychology and behaviour,,Before,Biological sciences
9079,15,s41439-020-00115-9,18.1,28.47,2020-09-18 00:00:00+00:00,33,Risk factors,,Before,Health sciences
9080,16,s41438-020-00390-1,16.6,28.52,2020-09-19 00:00:00+00:00,34,Genetics,,Before,Biological sciences
9081,16,s41438-020-00390-1,16.6,28.52,2020-09-19 00:00:00+00:00,35,Plant biotechnology,,Before,Biological sciences
9087,19,s41599-020-00648-y,22.4,39.79,2020-11-25 00:00:00+00:00,41,Psychology,,Before,Biological sciences
9089,20,s41599-020-00650-4,19.1,25.59,2020-11-23 00:00:00+00:00,43,Science,,Before,Physical sciences
9092,21,s41599-020-00646-0,20.0,27.91,2020-11-24 00:00:00+00:00,46,Science,,Before,Physical sciences
9095,22,s41599-020-00649-x,18.2,24.02,2020-11-24 00:00:00+00:00,49,Psychology,,Before,Biological sciences
9100,24,s41599-020-00654-0,17.7,27.26,2020-11-25 00:00:00+00:00,54,Science,,Before,Physical sciences
9103,25,s41599-020-00645-1,14.4,20.41,2020-11-25 00:00:00+00:00,57,Science,,Before,Physical sciences
9105,26,s41439-020-00131-9,24.5,36.71,2020-12-03 00:00:00+00:00,59,Genetics,,Before,Biological sciences
9111,28,s41599-020-00644-2,18.9,19.5,2020-11-18 00:00:00+00:00,65,Psychology,,Before,Biological sciences
9112,28,s41599-020-00644-2,18.9,19.5,2020-11-18 00:00:00+00:00,66,Science,,Before,Physical sciences
9114,29,s41438-020-00363-4,17.3,28.82,2020-09-01 00:00:00+00:00,68,Plant biotechnology,,Before,Biological sciences
9118,31,s41439-020-00126-6,14.4,23.59,2020-11-18 00:00:00+00:00,72,Diseases,,Before,Health sciences
9120,0,s41551-020-00613-9,17.6,29.62,2020-09-21 00:00:00+00:00,0,Biotechnology,,Before,Biological sciences
9122,0,s41551-020-00613-9,17.6,29.62,2020-09-21 00:00:00+00:00,2,Genetics,,Before,Biological sciences
9125,1,s41560-020-00712-6,18.6,56.48,2020-09-25 00:00:00+00:00,5,Energy and society,,Before,Scientific community and society
9126,1,s41560-020-00712-6,18.6,56.48,2020-09-25 00:00:00+00:00,6,Energy science and technology,,Before,Physical sciences
9128,2,s41560-020-00731-3,17.7,20.59,2020-11-12 00:00:00+00:00,8,Electrochemistry,,Before,Physical sciences
9135,4,s41562-020-00957-x,17.0,29.27,2020-09-21 00:00:00+00:00,15,Cultural evolution,,Before,Biological sciences
9138,5,s41550-020-1192-2,15.0,26.49,2020-09-21 00:00:00+00:00,18,High-energy astrophysics,,Before,Physical sciences
9143,6,s41560-020-00713-5,18.6,56.48,2020-09-25 00:00:00+00:00,23,Energy and society,,Before,Scientific community and society
9144,6,s41560-020-00713-5,18.6,56.48,2020-09-25 00:00:00+00:00,24,Energy science and technology,,Before,Physical sciences
9147,7,s41560-020-00697-2,16.4,26.32,2020-09-21 00:00:00+00:00,27,Electrochemistry,,Before,Physical sciences
9150,9,s41550-020-01214-x,15.4,25.56,2020-09-21 00:00:00+00:00,30,Astronomy and astrophysics,,Before,Physical sciences
9151,9,s41550-020-01214-x,15.4,25.56,2020-09-21 00:00:00+00:00,31,Condensed-matter physics,,Before,Physical sciences
9152,9,s41550-020-01214-x,15.4,25.56,2020-09-21 00:00:00+00:00,32,Laboratory astrophysics,,Before,Physical sciences
9153,9,s41550-020-01214-x,15.4,25.56,2020-09-21 00:00:00+00:00,33,Surface chemistry,,Before,Physical sciences
9160,12,s41535-020-00286-2,20.1,37.62,2020-11-09 00:00:00+00:00,40,Materials science,,Before,Physical sciences
9161,12,s41535-020-00286-2,20.1,37.62,2020-11-09 00:00:00+00:00,41,Physics,,Before,Physical sciences
9163,13,s41578-020-00258-9,20.2,22.11,2020-10-09 00:00:00+00:00,43,Cancer models,,Before,Biological sciences
9170,15,s41560-020-00729-x,20.6,34.51,2020-11-09 00:00:00+00:00,50,Energy and society,,Before,Scientific community and society
9171,15,s41560-020-00729-x,20.6,34.51,2020-11-09 00:00:00+00:00,51,Environmental social sciences,,Before,Earth and environmental sciences
9179,19,s41564-020-0788-8,21.5,35.89,2020-09-14 00:00:00+00:00,59,Biochemistry,,Before,Biological sciences
9180,19,s41564-020-0788-8,21.5,35.89,2020-09-14 00:00:00+00:00,60,Structural biology,,Before,Biological sciences
9181,20,s41560-020-00700-w,22.2,91.28,2020-09-16 00:00:00+00:00,61,Electrochemistry,,Before,Physical sciences
9184,21,s41562-020-00936-2,16.7,28.06,2020-09-07 00:00:00+00:00,64,Genetics,,Before,Biological sciences
9186,22,s41541-020-00261-9,19.5,31.54,2020-12-17 00:00:00+00:00,66,Immunology,,Before,Biological sciences
9195,25,s41564-020-0757-2,16.6,31.35,2020-08-03 00:00:00+00:00,75,Biotechnology,,Before,Biological sciences
9196,25,s41564-020-0757-2,16.6,31.35,2020-08-03 00:00:00+00:00,76,Genetic circuit engineering,,Before,Physical sciences
9203,29,s41562-020-0929-3,15.0,22.67,2020-08-31 00:00:00+00:00,83,Cognitive neuroscience,,Before,Biological sciences
9204,29,s41562-020-0929-3,15.0,22.67,2020-08-31 00:00:00+00:00,84,Computational neuroscience,,Before,Biological sciences
9206,29,s41562-020-0929-3,15.0,22.67,2020-08-31 00:00:00+00:00,86,Neuroscience,,Before,Biological sciences
9207,29,s41562-020-0929-3,15.0,22.67,2020-08-31 00:00:00+00:00,87,Psychology,,Before,Biological sciences
9211,0,s41538-020-00070-3,16.7,26.61,2020-08-20 00:00:00+00:00,0,Agriculture,,Before,Scientific community and society
9218,2,s41570-020-0203-2,24.5,37.12,2020-07-16 00:00:00+00:00,7,Atmospheric chemistry,,Before,Physical sciences
9219,2,s41570-020-0203-2,24.5,37.12,2020-07-16 00:00:00+00:00,8,Green chemistry,,Before,Physical sciences
9222,3,s41570-020-0201-4,16.9,31.07,2020-07-15 00:00:00+00:00,11,Drug discovery and development,,Before,Biological sciences
9224,4,s41570-020-0205-0,15.4,22.15,2020-07-21 00:00:00+00:00,13,Bioconjugate chemistry,,Before,Physical sciences
9236,9,s41562-019-0813-1,15.8,23.66,2020-02-03 00:00:00+00:00,25,Psychology,,Before,Biological sciences
9238,10,s41562-020-0900-3,19.0,33.39,2020-06-29 00:00:00+00:00,27,Psychology,,Before,Biological sciences
9241,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,30,Animal physiology,,Before,Biological sciences
9242,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,31,Behavioural ecology,,Before,Biological sciences
9244,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,33,Ecology,,Before,Biological sciences
9245,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,34,Ecosystem ecology,,Before,Biological sciences
9246,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,35,Environmental sciences,,Before,Earth and environmental sciences
9247,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,36,Evolutionary ecology,,Before,Biological sciences
9248,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,37,Macroecology,,Before,Biological sciences
9250,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,39,Scientific community,,Before,Scientific community and society
9251,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,40,Urban ecology,,Before,Biological sciences
9252,11,s41559-020-1237-z,18.9,22.28,2020-06-22 00:00:00+00:00,41,Zoology,,Before,Biological sciences
9253,12,s41570-020-0199-7,15.7,29.68,2020-07-13 00:00:00+00:00,42,Coordination chemistry,,Before,Physical sciences
9254,12,s41570-020-0199-7,15.7,29.68,2020-07-13 00:00:00+00:00,43,Inorganic chemistry,,Before,Physical sciences
9258,14,s41559-020-1190-x,15.8,16.08,2020-04-24 00:00:00+00:00,47,Freshwater ecology,,Before,Biological sciences
9265,17,s41570-020-0192-1,19.8,17.71,2020-05-07 00:00:00+00:00,54,Materials chemistry,,Before,Physical sciences
9267,18,s41559-020-1191-9,20.5,29.64,2020-05-04 00:00:00+00:00,56,Climate-change ecology,,Before,Biological sciences
9268,18,s41559-020-1191-9,20.5,29.64,2020-05-04 00:00:00+00:00,57,Macroecology,,Before,Biological sciences
9273,23,s41551-020-0560-7,18.1,28.59,2020-05-14 00:00:00+00:00,62,Cancer immunotherapy,,Before,Biological sciences
9277,24,s41550-020-1105-4,19.0,22.63,2020-05-11 00:00:00+00:00,66,High-energy astrophysics,,Before,Physical sciences
9279,25,s41559-020-1213-7,19.0,50.06,2020-05-15 00:00:00+00:00,68,Agriculture,,Before,Scientific community and society
9281,25,s41559-020-1213-7,19.0,50.06,2020-05-15 00:00:00+00:00,70,Ecology,,Before,Biological sciences
9282,25,s41559-020-1213-7,19.0,50.06,2020-05-15 00:00:00+00:00,71,Ecosystem ecology,,Before,Biological sciences
9283,25,s41559-020-1213-7,19.0,50.06,2020-05-15 00:00:00+00:00,72,Grassland ecology,,Before,Biological sciences
9284,26,s41528-020-0078-9,15.8,25.45,2020-08-03 00:00:00+00:00,73,Engineering,,Before,Physical sciences
9285,26,s41528-020-0078-9,15.8,25.45,2020-08-03 00:00:00+00:00,74,Physics,,Before,Physical sciences
9294,30,s41529-020-00125-6,15.2,23.65,2020-08-05 00:00:00+00:00,83,Mechanical engineering,,Before,Physical sciences
9302,2,s42256-020-0151-z,21.2,29.99,2020-02-03 00:00:00+00:00,6,Science,,Before,Physical sciences
9307,4,s42256-020-0186-1,18.3,29.22,2020-06-08 00:00:00+00:00,11,Mathematics and computing,,Before,Physical sciences
9308,4,s42256-020-0186-1,18.3,29.22,2020-06-08 00:00:00+00:00,12,Medical research,,Before,Health sciences
9309,5,s42254-020-0199-z,20.3,27.27,2020-07-23 00:00:00+00:00,13,Applied physics,,Before,Physical sciences
9312,6,s42256-020-0145-x,15.2,21.64,2020-01-27 00:00:00+00:00,16,Psychology,,Before,Biological sciences
9316,8,s42256-020-0171-8,18.5,20.77,2020-04-13 00:00:00+00:00,20,Psychology,,Before,Biological sciences
9319,10,s42255-020-0237-2,17.0,24.3,2020-06-30 00:00:00+00:00,23,Infectious diseases,,Before,Health sciences
9320,10,s42255-020-0237-2,17.0,24.3,2020-06-30 00:00:00+00:00,24,Metabolic diseases,,Before,Health sciences
9334,15,s42255-020-0176-y,17.8,27.9,2020-02-20 00:00:00+00:00,38,Cell biology,,Before,Biological sciences
9341,17,s42256-019-0136-y,19.6,17.42,2020-01-17 00:00:00+00:00,45,Science,,Before,Physical sciences
9346,19,s42254-020-0184-6,15.6,28.51,2020-05-28 00:00:00+00:00,50,Biological physics,,Before,Physical sciences
9347,19,s42254-020-0184-6,15.6,28.51,2020-05-28 00:00:00+00:00,51,Biophysics,,Before,Biological sciences
9355,22,s42254-020-0170-z,19.1,23.38,2020-05-04 00:00:00+00:00,59,Condensed-matter physics,,Before,Physical sciences
9358,23,s42256-020-0146-9,17.9,27.71,2020-02-14 00:00:00+00:00,62,Materials science,,Before,Physical sciences
9359,23,s42256-020-0146-9,17.9,27.71,2020-02-14 00:00:00+00:00,63,Mathematics and computing,,Before,Physical sciences
9360,24,s42255-020-0174-0,16.9,31.53,2020-02-10 00:00:00+00:00,64,Cancer metabolism,,Before,Biological sciences
9361,24,s42255-020-0174-0,16.9,31.53,2020-02-10 00:00:00+00:00,65,Cancer microenvironment,,Before,Biological sciences
9363,24,s42255-020-0174-0,16.9,31.53,2020-02-10 00:00:00+00:00,67,Tumour immunology,,Before,Biological sciences
9364,0,s41550-019-0998-2,14.6,49.27,2020-01-27 00:00:00+00:00,0,Astronomy and astrophysics,,Before,Physical sciences
9368,1,s41550-020-1169-1,15.9,25.74,2020-09-10 00:00:00+00:00,4,Astronomy and planetary science,,Before,Physical sciences
9369,1,s41550-020-1169-1,15.9,25.74,2020-09-10 00:00:00+00:00,5,Business and industry,,Before,Scientific community and society
9375,3,s41893-020-00607-0,18.9,31.32,2020-09-07 00:00:00+00:00,11,Business and industry,,Before,Scientific community and society
9376,3,s41893-020-00607-0,18.9,31.32,2020-09-07 00:00:00+00:00,12,Civil engineering,,Before,Physical sciences
9377,3,s41893-020-00607-0,18.9,31.32,2020-09-07 00:00:00+00:00,13,Scientific community and society,,Before,Scientific community and society
9379,4,s41528-020-0079-8,16.8,27.6,2020-07-08 00:00:00+00:00,15,Applied physics,,Before,Physical sciences
9381,4,s41528-020-0079-8,16.8,27.6,2020-07-08 00:00:00+00:00,17,Electrical and electronic engineering,,Before,Physical sciences
9382,4,s41528-020-0079-8,16.8,27.6,2020-07-08 00:00:00+00:00,18,Electrochemistry,,Before,Physical sciences
9383,5,s41559-020-1165-y,16.3,28.23,2020-04-13 00:00:00+00:00,19,Developmental biology,,Before,Biological sciences
9384,5,s41559-020-1165-y,16.3,28.23,2020-04-13 00:00:00+00:00,20,Evolution,,Before,Biological sciences
9385,5,s41559-020-1165-y,16.3,28.23,2020-04-13 00:00:00+00:00,21,Evolutionary genetics,,Before,Biological sciences
9386,5,s41559-020-1165-y,16.3,28.23,2020-04-13 00:00:00+00:00,22,Molecular evolution,,Before,Biological sciences
9392,8,s41559-020-1170-1,17.4,28.23,2020-04-06 00:00:00+00:00,28,Evolutionary genetics,,Before,Biological sciences
9393,8,s41559-020-1170-1,17.4,28.23,2020-04-06 00:00:00+00:00,29,Experimental evolution,,Before,Biological sciences
9394,8,s41559-020-1170-1,17.4,28.23,2020-04-06 00:00:00+00:00,30,Microbial genetics,,Before,Biological sciences
9396,9,s41559-020-1176-8,17.4,30.38,2020-04-13 00:00:00+00:00,32,Biogeography,,Before,Scientific community and society
9397,9,s41559-020-1176-8,17.4,30.38,2020-04-13 00:00:00+00:00,33,Community ecology,,Before,Biological sciences
9399,9,s41559-020-1176-8,17.4,30.38,2020-04-13 00:00:00+00:00,35,Ecology,,Before,Biological sciences
9402,11,s41559-020-1171-0,15.7,25.45,2020-04-06 00:00:00+00:00,38,Climate-change ecology,,Before,Biological sciences
9403,11,s41559-020-1171-0,15.7,25.45,2020-04-06 00:00:00+00:00,39,Ecosystem ecology,,Before,Biological sciences
9405,12,s41559-020-01313-y,20.3,20.08,2020-09-14 00:00:00+00:00,41,Ecology,,Before,Biological sciences
9406,12,s41559-020-01313-y,20.3,20.08,2020-09-14 00:00:00+00:00,42,Environmental sciences,,Before,Earth and environmental sciences
9407,12,s41559-020-01313-y,20.3,20.08,2020-09-14 00:00:00+00:00,43,Environmental social sciences,,Before,Earth and environmental sciences
9409,13,s41562-020-00990-w,18.0,28.01,2020-10-09 00:00:00+00:00,45,Psychology,,Before,Biological sciences
9421,18,s41551-020-0580-3,24.5,58.92,2020-06-16 00:00:00+00:00,57,Biotechnology,,Before,Biological sciences
9422,18,s41551-020-0580-3,24.5,58.92,2020-06-16 00:00:00+00:00,58,Cancer prevention,,Before,Biological sciences
9425,19,s41570-020-00222-9,19.7,36.35,2020-09-24 00:00:00+00:00,61,Stereochemistry,,Before,Physical sciences
9427,20,s41559-020-1163-0,14.8,47.83,2020-03-30 00:00:00+00:00,63,Climate-change ecology,,Before,Biological sciences
9434,23,s41562-020-0898-6,17.1,28.93,2020-06-04 00:00:00+00:00,70,Infectious diseases,,Before,Health sciences
9435,24,s41528-020-00092-7,16.4,28.75,2020-10-26 00:00:00+00:00,71,Electrical and electronic engineering,,Before,Physical sciences
9437,25,s41559-020-1198-2,16.2,30.61,2020-05-25 00:00:00+00:00,73,Biogeography,,Before,Scientific community and society
9438,25,s41559-020-1198-2,16.2,30.61,2020-05-25 00:00:00+00:00,74,Climate-change ecology,,Before,Biological sciences
9439,25,s41559-020-1198-2,16.2,30.61,2020-05-25 00:00:00+00:00,75,Macroecology,,Before,Biological sciences
9440,26,s41551-020-0563-4,17.7,30.2,2020-06-01 00:00:00+00:00,76,Cancer immunotherapy,,Before,Biological sciences
9445,27,s41559-020-1209-3,15.2,27.3,2020-05-25 00:00:00+00:00,81,Evolutionary genetics,,Before,Biological sciences
9446,27,s41559-020-1209-3,15.2,27.3,2020-05-25 00:00:00+00:00,82,Forestry,,Before,Scientific community and society
9448,27,s41559-020-1209-3,15.2,27.3,2020-05-25 00:00:00+00:00,84,Phylogenetics,,Before,Biological sciences
9449,27,s41559-020-1209-3,15.2,27.3,2020-05-25 00:00:00+00:00,85,Plant genetics,,Before,Biological sciences
9450,28,s41559-020-1155-0,16.1,26.95,2020-03-23 00:00:00+00:00,86,Evolutionary ecology,,Before,Biological sciences
9451,28,s41559-020-1155-0,16.1,26.95,2020-03-23 00:00:00+00:00,87,Evolutionary theory,,Before,Biological sciences
9454,30,s41559-020-1131-8,16.4,26.72,2020-03-09 00:00:00+00:00,90,Evolution,,Before,Biological sciences
9457,31,s41559-020-1134-5,17.3,29.16,2020-03-02 00:00:00+00:00,93,Community ecology,,Before,Biological sciences
9458,31,s41559-020-1134-5,17.3,29.16,2020-03-02 00:00:00+00:00,94,Evolutionary ecology,,Before,Biological sciences
9459,31,s41559-020-1134-5,17.3,29.16,2020-03-02 00:00:00+00:00,95,Experimental evolution,,Before,Biological sciences
9460,31,s41559-020-1134-5,17.3,29.16,2020-03-02 00:00:00+00:00,96,Freshwater ecology,,Before,Biological sciences
9461,32,s41559-020-1158-x,14.9,25.79,2020-03-23 00:00:00+00:00,97,Ecology,,Before,Biological sciences
9462,32,s41559-020-1158-x,14.9,25.79,2020-03-23 00:00:00+00:00,98,Evolution,,Before,Biological sciences
9463,0,s41598-020-77771-y,19.2,30.11,2020-11-26 00:00:00+00:00,0,Medical research,,Before,Health sciences
9464,0,s41598-020-77771-y,19.2,30.11,2020-11-26 00:00:00+00:00,1,Urology,,Before,Health sciences
9466,1,s41598-020-77731-6,16.3,24.64,2020-11-26 00:00:00+00:00,3,Medical research,,Before,Health sciences
9467,2,s41598-020-77668-w,16.4,21.81,2020-11-26 00:00:00+00:00,4,Cancer screening,,Before,Biological sciences
9471,4,s41598-020-77496-y,16.6,25.56,2020-11-27 00:00:00+00:00,8,Ecology,,Before,Biological sciences
9476,6,s41598-020-77753-0,14.7,24.63,2020-11-26 00:00:00+00:00,13,Optics and photonics,,Before,Physical sciences
9478,7,s41598-020-77244-2,20.4,30.39,2020-11-27 00:00:00+00:00,15,Signs and symptoms,,Before,Health sciences
9481,9,s41598-020-77786-5,16.5,25.74,2020-11-26 00:00:00+00:00,18,Animal physiology,,Before,Biological sciences
9482,9,s41598-020-77786-5,16.5,25.74,2020-11-26 00:00:00+00:00,19,Physiology,,Before,Biological sciences
9483,10,s41598-020-77350-1,14.8,23.48,2020-11-23 00:00:00+00:00,20,Biological techniques,,Before,Biological sciences
9484,10,s41598-020-77350-1,14.8,23.48,2020-11-23 00:00:00+00:00,21,Environmental sciences,,Before,Earth and environmental sciences
9485,10,s41598-020-77350-1,14.8,23.48,2020-11-23 00:00:00+00:00,22,Optics and photonics,,Before,Physical sciences
9486,10,s41598-020-77350-1,14.8,23.48,2020-11-23 00:00:00+00:00,23,Plant sciences,,Before,Biological sciences
9487,11,s41598-020-77270-0,14.9,25.73,2020-11-23 00:00:00+00:00,24,Materials science,,Before,Physical sciences
9488,11,s41598-020-77270-0,14.9,25.73,2020-11-23 00:00:00+00:00,25,Optics and photonics,,Before,Physical sciences
9489,11,s41598-020-77270-0,14.9,25.73,2020-11-23 00:00:00+00:00,26,Physics,,Before,Physical sciences
9491,12,s41598-020-76888-4,20.5,30.63,2020-11-24 00:00:00+00:00,28,Infectious diseases,,Before,Health sciences
9492,12,s41598-020-76888-4,20.5,30.63,2020-11-24 00:00:00+00:00,29,Respiratory tract diseases,,Before,Health sciences
9493,12,s41598-020-76888-4,20.5,30.63,2020-11-24 00:00:00+00:00,30,Risk factors,,Before,Health sciences
9509,17,s41598-020-77421-3,17.6,33.97,2020-11-23 00:00:00+00:00,46,Neurology,,Before,Health sciences
9510,17,s41598-020-77421-3,17.6,33.97,2020-11-23 00:00:00+00:00,47,Neurophysiology,,Before,Biological sciences
9511,18,s41598-020-77633-7,15.9,20.7,2020-11-25 00:00:00+00:00,48,Anatomy,,Before,Health sciences
9512,18,s41598-020-77633-7,15.9,20.7,2020-11-25 00:00:00+00:00,49,Biophysics,,Before,Biological sciences
9513,18,s41598-020-77633-7,15.9,20.7,2020-11-25 00:00:00+00:00,50,Medical research,,Before,Health sciences
